0;Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
220;216;22/04/2000;35;42;59;18;30;14;000;4;;BA;801.05755;91;9.74575;5049;17500;NÃO;000;000;000
221;;MG;;;;;;;;;;;;;;;;;;;
222;;RJ;;;;;;;;;;;;;;;;;;;
223;;SP;;;;;;;;;;;;;;;;;;;
224;217;29/04/2000;27;32;03;51;49;45;000;0;;;000;159;4.59962;5820;12519;SIM;877.60732;000;000
225;218;06/05/2000;54;40;42;17;47;12;000;1;;PR;1.878.25509;95;8.77761;4679;17755;NÃO;000;000;000
226;219;13/05/2000;26;23;49;28;42;36;000;0;;;000;80;9.22178;5139;14302;SIM;885.29129;000;000
227;220;20/05/2000;36;53;55;13;60;14;000;1;;SP;12.636.75112;125;12.48805;8067;19278;NÃO;000;000;000
228;221;27/05/2000;54;13;58;43;50;27;000;0;;;000;49;14.56566;3793;18745;SIM;856.46089;000;000
229;222;03/06/2000;05;48;30;55;52;19;000;0;;;000;55;15.24316;4462;18718;SIM;1.862.50960;000;000
230;223;10/06/2000;28;24;22;02;58;06;000;0;;;000;163;5.83831;7780;12186;SIM;3.004.48321;000;000
231;224;17/06/2000;20;16;18;07;44;21;000;0;;;000;119;8.70635;7185;14377;SIM;4.247.75004;000;000
232;225;24/06/2000;21;16;04;37;02;58;000;0;;;000;83;12.54239;5517;18814;SIM;5.496.97176;000;000
233;226;01/07/2000;02;50;59;38;49;01;000;1;;SP;6.916.92013;78;15.17039;4123;28614;NÃO;000;000;000
234;227;08/07/2000;37;26;27;42;11;48;000;0;;;000;51;14.47145;3648;20172;SIM;885.65257;000;000
235;228;15/07/2000;16;40;45;59;43;13;000;0;;;000;64;13.24028;4497;18787;SIM;1.902.50615;000;000
236;229;22/07/2000;39;45;11;21;33;13;000;1;;AM;2.992.78157;121;7.50879;7685;11788;NÃO;000;000;000
237;230;29/07/2000;56;44;41;40;08;53;000;0;;;000;94;15.00056;5820;24156;SIM;9.547.33600;000;000
238;231;05/08/2000;16;59;27;42;44;36;000;0;;;000;125;12.89611;9458;16993;SIM;11.481.75244;000;000
239;232;12/08/2000;29;19;41;22;37;59;000;0;;;000;124;14.59836;8807;20493;SIM;13.653.98877;000;000
240;233;19/08/2000;45;03;24;36;07;32;000;5;;DF;3.196.54703;512;3.79028;21452;9020;NÃO;000;000;000
241;;SP;;;;;;;;;;;;;;;;;;;
242;;SP;;;;;;;;;;;;;;;;;;;
243;;SP;;;;;;;;;;;;;;;;;;;
244;;SP;;;;;;;;;;;;;;;;;;;
245;234;26/08/2000;15;45;54;25;42;41;000;0;;;000;39;19.36991;3505;21489;SIM;906.51163;000;000
246;235;02/09/2000;29;41;55;02;31;22;000;0;;;000;52;16.60449;3086;27896;SIM;1.942.63163;000;000
247;236;09/09/2000;10;52;50;57;25;60;000;0;;;000;76;12.19795;4703;19653;SIM;3.055.08491;000;000
248;237;16/09/2000;36;07;45;31;56;57;000;0;;;000;54;19.89675;4145;25844;SIM;4.344.39418;000;000
249;238;23/09/2000;15;09;41;13;37;42;000;4;;BA;1.429.47611;188;6.08825;10483;10886;NÃO;000;000;000
250;;SP;;;;;;;;;;;;;;;;;;;
251;;SP;;;;;;;;;;;;;;;;;;;
252;;SP;;;;;;;;;;;;;;;;;;;
253;239;30/09/2000;33;21;44;46;47;06;000;1;;BA;866.18332;30;24.06065;3826;18810;NÃO;000;000;000
254;240;07/10/2000;59;28;25;41;57;38;000;0;;;000;103;15.20074;6244;25000;SIM;11.686.51134;000;000
255;241;14/10/2000;11;57;40;35;56;31;000;0;;;000;74;22.81194;5485;30685;SIM;13.712.21155;000;000
256;242;21/10/2000;22;07;04;21;28;56;000;0;;;000;203;9.93373;13497;14897;SIM;16.132.06911;000;000
257;243;28/10/2000;20;47;23;32;16;11;000;0;;;000;180;12.01997;13705;15740;SIM;18.728.38313;000;000
258;244;04/11/2000;19;60;50;24;47;33;000;0;;;000;204;13.69802;14735;18908;SIM;22.081.65967;000;000
259;245;11/11/2000;44;51;27;53;08;60;000;3;;GO;9.153.48488;283;15.83862;21593;20696;NÃO;000;000;000
260;;MG;;;;;;;;;;;;;;;;;;;
261;;SC;;;;;;;;;;;;;;;;;;;
262;246;18/11/2000;02;57;32;43;16;37;000;0;;;000;93;9.29206;5429;15871;SIM;1.036.99380;000;000
263;247;25/11/2000;34;03;30;10;23;46;000;0;;;000;80;12.08019;6425;14996;SIM;2.196.69229;000;000
264;248;02/12/2000;56;16;34;41;35;32;000;0;;;000;50;21.55072;4862;22096;SIM;3.489.73508;000;000
265;249;09/12/2000;21;55;54;40;36;49;000;0;;;000;60;19.68020;4247;27721;SIM;4.906.70976;000;000
266;250;16/12/2000;55;25;41;42;43;07;000;0;;;000;203;10.86731;15545;14150;SIM;22.593.62859;000;000
267;251;23/12/2000;34;15;23;55;49;30;000;0;;;000;180;15.47398;12813;21673;SIM;25.936.00767;000;000
268;252;30/12/2000;17;54;04;51;32;26;000;2;;DF;15.107.00224;354;10.07062;22122;16067;NÃO;000;000;000
269;;SP;;;;;;;;;;;;;;;;;;;
270;253;06/01/2001;12;11;56;44;24;37;000;0;;;000;126;6.98577;7260;12088;SIM;1.056.24875;000;000
271;254;13/01/2001;04;30;56;21;22;01;000;0;;;000;66;16.40047;6381;16914;SIM;2.355.16617;000;000
272;255;20/01/2001;32;44;55;19;20;16;000;0;;;000;80;14.36363;6812;16819;SIM;3.734.07448;000;000
273;256;27/01/2001;21;52;34;26;02;32;000;0;;;000;91;13.33696;6319;19149;SIM;5.190.47009;000;000
274;257;03/02/2001;28;05;01;34;04;19;000;1;;RJ;6.808.48396;175;7.70483;11706;11484;NÃO;000;000;000
275;258;10/02/2001;12;60;54;07;55;50;000;0;;;000;53;15.96068;3615;23330;SIM;1.015.09919;000;000
276;259;17/02/2001;20;43;33;13;15;58;000;0;;;000;65;15.13622;5581;17577;SIM;2.195.72403;000;000
277;260;24/02/2001;43;04;60;59;06;33;000;0;;;000;120;16.06594;8956;21463;SIM;17.357.12485;000;000
278;261;03/03/2001;05;54;20;56;30;16;000;0;;;000;91;22.35019;7281;27851;SIM;19.797.76532;000;000
279;262;10/03/2001;53;60;48;20;58;11;000;0;;;000;108;24.64378;8838;30024;SIM;22.991.60018;000;000
280;263;17/03/2001;08;50;26;09;53;43;000;0;;;000;136;24.93718;12752;26517;SIM;27.061.34812;000;000
281;264;24/03/2001;05;25;31;13;01;33;000;2;;CE;16.055.88073;979;4.29896;50364;8325;NÃO;000;000;000
282;;SP;;;;;;;;;;;;;;;;;;;
283;265;31/03/2001;07;50;53;16;41;34;000;0;;;000;64;14.67659;3855;24274;SIM;1.127.16181;000;000
284;266;07/04/2001;38;54;48;23;02;46;000;0;;;000;89;12.31814;6687;16333;SIM;2.442.73949;000;000
285;267;14/04/2001;58;01;45;55;08;46;000;0;;;000;46;23.14259;4076;26019;SIM;3.720.21004;000;000
286;268;21/04/2001;21;10;47;06;05;33;000;0;;;000;111;10.34829;10133;11293;SIM;5.098.60174;000;000
287;269;28/04/2001;19;18;52;25;17;49;000;0;;;000;110;12.11570;8717;15231;SIM;6.697.87366;000;000
288;270;05/05/2001;45;27;35;40;05;09;000;1;;SP;25.186.26021;228;9.66514;16867;13016;NÃO;000;000;000
289;271;12/05/2001;14;31;54;29;26;24;000;0;;;000;43;19.93925;4385;19479;SIM;1.028.86523;000;000
290;272;19/05/2001;36;58;09;10;56;24;000;0;;;000;70;14.01337;5491;17797;SIM;2.205.98815;000;000
291;273;26/05/2001;47;52;10;27;23;17;000;1;;PE;3.456.48023;92;11.32692;7241;14338;NÃO;000;000;000
292;274;02/06/2001;11;39;47;18;13;26;000;0;;;000;142;5.48822;7420;10464;SIM;935.19294;000;000
293;275;09/06/2001;16;30;19;38;48;37;000;0;;;000;41;22.89752;3737;25027;SIM;2.061.75110;000;000
294;276;16/06/2001;53;59;39;45;22;57;000;0;;;000;79;12.48698;5172;19001;SIM;3.245.51679;000;000
295;277;23/06/2001;40;26;38;04;56;52;000;0;;;000;95;11.57872;5404;20278;SIM;4.565.49029;000;000
296;278;30/06/2001;22;10;18;55;15;31;000;0;;;000;99;11.86809;6996;16732;SIM;5.975.41910;000;000
297;279;07/07/2001;31;59;04;58;23;47;000;0;;;000;58;23.66488;6137;22281;SIM;7.622.49424;000;000
298;280;14/07/2001;05;16;30;25;58;20;000;0;;;000;192;11.19947;14673;14600;SIM;19.351.75816;000;000
299;281;21/07/2001;11;05;47;31;53;38;000;1;;PR;22.414.09350;188;13.57418;12864;19763;NÃO;000;000;000
300;282;28/07/2001;33;24;36;09;14;23;000;1;;RJ;958.87882;76;10.51403;6064;13127;NÃO;000;000;000
301;283;01/08/2001;48;34;28;54;25;42;000;1;;SP;367.17322;36;8.49938;2126;14338;NÃO;000;000;000
302;284;04/08/2001;08;36;14;32;30;07;000;1;;PR;901.88448;75;10.02094;5358;13974;NÃO;000;000;000
303;285;08/08/2001;50;56;41;12;32;37;000;0;;;000;17;20.87596;1173;30141;SIM;425.86964;000;000
304;286;11/08/2001;44;37;56;29;47;35;000;0;;;000;59;13.74396;3739;21606;SIM;1.398.94194;000;000
305;287;15/08/2001;60;47;03;33;25;13;000;1;;TO;1.931.47480;110;4.03434;5633;7849;NÃO;000;000;000
306;288;18/08/2001;50;09;18;11;06;17;000;0;;;000;82;8.74964;4763;15007;SIM;860.96472;000;000
307;289;22/08/2001;36;06;30;20;07;25;000;0;;;000;29;13.81912;2197;18172;SIM;1.341.87011;000;000
308;290;25/08/2001;57;30;07;25;40;26;000;0;;;000;56;20.66223;4869;23675;SIM;10.159.68847;000;000
309;291;29/08/2001;22;16;05;41;18;17;000;0;;;000;71;11.24478;4870;16332;SIM;11.117.74368;000;000
310;292;01/09/2001;24;34;53;45;23;13;000;0;;;000;116;11.31330;8670;15080;SIM;12.692.55440;000;000
311;293;05/09/2001;06;12;35;05;28;07;000;0;;;000;167;5.81788;10185;9503;SIM;13.858.45703;000;000
312;294;08/09/2001;28;45;41;22;57;25;000;2;;PR;7.696.68033;130;9.83913;7434;17141;NÃO;000;000;000
313;;SP;;;;;;;;;;;;;;;;;;;
314;295;12/09/2001;24;44;07;31;12;50;000;0;;;000;36;10.24227;2055;17875;SIM;442.46608;000;000
315;296;15/09/2001;20;51;42;03;52;46;000;0;;;000;29;26.58295;2348;32709;SIM;1.367.55268;000;000
316;297;19/09/2001;20;28;41;01;33;36;000;0;;;000;25;19.35356;1920;25105;SIM;1.948.15943;000;000
317;298;22/09/2001;22;34;24;23;05;60;000;1;;PR;2.994.57221;50;17.44022;4372;19871;NÃO;000;000;000
318;299;26/09/2001;07;05;02;53;33;49;000;0;;;000;33;10.53882;2049;16909;SIM;417.33723;000;000
319;300;29/09/2001;27;57;41;38;28;24;000;0;;;000;48;22.82073;4820;22640;SIM;8.421.19974;000;000
320;301;03/10/2001;58;26;49;57;48;09;000;0;;;000;28;29.57134;2892;28522;SIM;9.414.79691;000;000
321;302;06/10/2001;25;40;12;60;30;41;000;0;;;000;101;13.50506;6361;21363;SIM;11.051.60938;000;000
322;303;10/10/2001;07;13;30;37;47;17;000;1;;MS;12.257.74827;215;4.67495;12861;7786;NÃO;000;000;000
323;304;13/10/2001;42;07;11;34;59;41;000;0;;;000;58;11.05010;3274;19502;SIM;769.08704;000;000
324;305;17/10/2001;11;05;27;60;38;53;000;0;;;000;47;10.01362;3770;12437;SIM;1.333.85518;000;000
325;306;20/10/2001;30;19;57;41;56;47;000;0;;;000;28;29.73618;2294;36158;SIM;2.332.99080;000;000
326;307;24/10/2001;26;17;13;41;16;44;000;0;;;000;44;12.63280;3962;13976;SIM;3.000.00270;000;000
327;308;27/10/2001;55;25;04;11;29;39;000;1;;RS;4.138.17299;62;15.29799;5173;18267;NÃO;000;000;000
328;309;31/10/2001;39;50;25;55;11;04;000;1;;RS;442.89906;3001;12253;2997;12269;NÃO;000;000;000
329;310;03/11/2001;28;14;29;02;31;32;000;0;;;000;81;10.54447;5093;16707;SIM;7.512.98490;000;000
330;311;07/11/2001;32;22;24;41;30;38;000;0;;;000;31;25.45468;2871;27381;SIM;8.459.89895;000;000
331;312;10/11/2001;14;30;50;41;47;23;000;0;;;000;76;15.88975;4985;24133;SIM;9.909.04397;000;000
332;313;14/11/2001;14;38;53;24;16;37;000;0;;;000;61;15.66521;5547;17162;SIM;11.055.73735;000;000
333;314;17/11/2001;05;32;40;58;37;34;000;0;;;000;93;12.28732;5542;20542;SIM;12.427.00217;000;000
334;315;21/11/2001;50;21;43;12;28;22;000;1;;PR;13.675.10567;43;24.18806;4598;22535;NÃO;000;000;000
335;316;24/11/2001;28;51;56;06;24;43;000;0;;;000;104;6.44633;4093;16318;SIM;804.50207;000;000
336;317;28/11/2001;27;20;48;16;30;35;000;0;;;000;23;18.85899;2088;20696;SIM;1.325.01022;000;000
337;318;01/12/2001;19;53;40;03;31;20;000;1;;SP;2.227.00803;46;16.34054;3071;24384;NÃO;000;000;000
338;319;05/12/2001;12;16;23;17;19;48;000;0;;;000;52;7.24206;3342;11226;SIM;451.90422;000;000
339;320;08/12/2001;20;53;47;50;22;27;000;0;;;000;77;15.48900;4916;24169;SIM;8.460.39065;000;000
340;321;12/12/2001;11;31;32;48;49;04;000;0;;;000;55;16.95409;3729;24911;SIM;9.579.36038;000;000
341;322;15/12/2001;18;11;29;44;47;56;000;0;;;000;87;15.45345;7835;17095;SIM;11.192.70036;000;000
342;323;19/12/2001;31;49;54;33;26;40;000;0;;;000;56;19.92191;4244;26189;SIM;12.531.45228;000;000
343;324;22/12/2001;22;08;30;15;47;25;000;0;;;000;211;7.93840;12192;13687;SIM;14.541.45570;000;000
344;325;29/12/2001;04;23;03;01;21;53;000;2;;AM;8.743.87780;256;9.59082;15646;15633;NÃO;000;000;000
345;;SP;;;;;;;;;;;;;;;;;;;
346;326;05/01/2002;52;23;40;51;44;21;000;0;;;000;27;32.36736;2674;32558;SIM;1.048.70244;000;000
347;327;09/01/2002;46;38;29;33;32;48;000;0;;;000;16;30.51793;2112;23033;SIM;1.634.64668;000;000
348;328;12/01/2002;51;05;23;07;14;21;000;1;;SP;2.721.35701;100;9.05592;7121;12669;NÃO;000;000;000
349;329;16/01/2002;24;11;40;12;35;10;000;0;;;000;40;10.38030;2904;14244;SIM;9.617.02724;000;000
350;330;19/01/2002;02;04;23;37;14;51;000;0;;;000;120;10.92451;7914;16503;SIM;11.190.15601;000;000
351;331;23/01/2002;27;01;35;20;37;13;000;0;;;000;70;13.87244;6408;15097;SIM;12.355.44142;000;000
352;332;26/01/2002;28;23;42;29;44;34;000;0;;;000;83;16.76269;6713;20647;SIM;14.025.00481;000;000
353;333;30/01/2002;35;27;53;44;52;04;000;0;;;000;93;12.69231;6221;18902;SIM;15.441.46612;000;000
354;334;02/02/2002;41;26;51;14;24;23;000;2;;SP;8.729.39291;1200;1.40091;8839;18947;NÃO;000;000;000
355;;SP;;;;;;;;;;;;;;;;;;;
356;335;06/02/2002;43;33;57;23;59;07;000;0;;;000;24;17.73683;2134;19873;SIM;510.82070;000;000
357;336;09/02/2002;02;18;54;22;30;26;000;0;;;000;68;11.05860;4141;18091;SIM;1.413.20270;000;000
358;337;16/02/2002;31;52;14;54;16;04;000;0;;;000;34;27.11052;3454;26586;SIM;2.519.31197;000;000
359;338;20/02/2002;48;46;09;01;36;04;000;0;;;000;43;14.03102;3245;18523;SIM;3.243.31250;000;000
360;339;23/02/2002;13;16;12;05;27;50;000;0;;;000;76;12.37485;6908;13564;SIM;12.514.33694;000;000
361;340;27/02/2002;10;60;42;09;33;12;000;0;;;000;121;9.87784;6970;17083;SIM;13.948.59835;000;000
362;341;02/03/2002;56;23;22;43;16;05;000;0;;;000;166;9.62314;11103;14334;SIM;15.865.52688;000;000
363;342;06/03/2002;29;49;54;51;16;34;000;0;;;000;93;15.06781;5578;25027;SIM;17.547.09493;000;000
364;343;09/03/2002;04;06;07;24;12;41;000;2;;PR;9.937.28303;246;7.88439;17023;11351;NÃO;000;000;000
365;;RJ;;;;;;;;;;;;;;;;;;;
366;344;13/03/2002;33;36;12;35;10;14;000;0;;;000;46;9.49433;3487;12478;SIM;524.08697;000;000
367;345;16/03/2002;56;11;58;46;51;22;000;1;;SP;1.447.87053;27;28.51184;2170;35342;NÃO;000;000;000
368;346;20/03/2002;56;07;46;60;41;12;000;0;;;000;20;19.63230;1589;24617;SIM;471.17504;000;000
369;347;23/03/2002;26;10;52;01;12;48;000;0;;;000;72;9.98889;4730;15148;SIM;1.334.21532;000;000
370;348;27/03/2002;39;40;33;52;19;30;000;0;;;000;19;26.76306;1547;32746;SIM;1.944.41301;000;000
371;349;30/03/2002;09;38;32;08;54;28;000;0;;;000;46;14.05306;3264;19731;SIM;10.405.63615;000;000
372;350;03/04/2002;23;30;43;10;15;57;000;0;;;000;80;11.80182;5012;18766;SIM;11.538.61020;000;000
373;351;06/04/2002;15;16;59;60;24;41;000;0;;;000;98;14.47834;5832;24237;SIM;13.241.26256;000;000
374;352;10/04/2002;49;07;47;25;20;44;000;0;;;000;161;7.84874;8080;15580;SIM;14.757.63849;000;000
375;353;13/04/2002;60;46;30;55;23;19;000;0;;;000;89;19.53711;6862;25244;SIM;16.844.20181;000;000
376;354;17/04/2002;40;52;38;16;07;41;000;1;;SP;18.680.09810;93;16.45068;6184;24646;NÃO;000;000;000
377;355;20/04/2002;02;37;22;60;14;23;000;0;;;000;50;14.41247;4711;15239;SIM;864.74794;000;000
378;356;24/04/2002;54;19;05;58;56;21;000;0;;;000;32;15.77772;2415;20828;SIM;1.470.61240;000;000
379;357;27/04/2002;45;53;32;02;30;35;000;0;;;000;34;23.89952;3265;24794;SIM;2.445.71266;000;000
380;358;04/05/2002;40;42;32;12;21;17;000;0;;;000;84;12.90306;5798;18623;SIM;3.746.34086;000;000
381;359;08/05/2002;31;54;20;29;13;19;000;0;;;000;56;13.05025;3953;18417;SIM;13.221.83792;000;000
382;360;11/05/2002;47;24;29;55;53;23;000;0;;;000;133;10.64579;8382;16828;SIM;14.920.90683;000;000
383;361;15/05/2002;41;28;45;31;16;59;000;0;;;000;98;12.45614;5236;23226;SIM;16.385.74875;000;000
384;362;18/05/2002;37;20;33;46;07;56;000;1;;RJ;18.399.16053;110;15.25312;8313;20108;NÃO;000;000;000
385;363;22/05/2002;39;54;29;49;47;19;000;0;;;000;27;14.92189;2225;18039;SIM;483.46912;000;000
386;364;25/05/2002;59;44;29;05;51;57;000;1;;SC;1.307.29304;76;9.03316;3315;20632;NÃO;000;000;000
387;365;29/05/2002;52;19;34;37;58;23;000;1;;MG;462.75226;45;8.56949;2433;15790;NÃO;000;000;000
388;366;01/06/2002;06;04;51;07;21;15;000;0;;;000;41;12.72116;3489;14893;SIM;625.88091;000;000
389;367;05/06/2002;52;49;27;33;12;10;000;1;;BA;1.150.49802;71;6.15748;3040;14327;NÃO;000;000;000
390;368;08/06/2002;13;50;38;32;44;29;000;0;;;000;53;10.72528;3220;17587;SIM;682.12744;000;000
391;369;12/06/2002;21;42;01;60;35;14;000;1;;CE;1.221.73807;46;9.77555;4167;10751;NÃO;000;000;000
392;370;15/06/2002;51;42;04;54;01;40;000;0;;;000;40;23.28330;3230;28725;SIM;7.330.66764;000;000
393;371;19/06/2002;23;33;39;04;60;18;000;0;;;000;47;16.67512;3979;19623;SIM;8.271.14470;000;000
394;372;22/06/2002;24;17;46;57;16;39;000;2;;SP;4.792.65835;85;12.88404;6743;16180;NÃO;000;000;000
395;;SP;;;;;;;;;;;;;;;;;;;
396;373;26/06/2002;31;33;24;10;05;01;000;0;;;000;52;6.48014;3292;10198;SIM;404.36065;000;000
397;374;29/06/2002;54;02;26;05;44;16;000;0;;;000;80;8.07317;3326;19345;SIM;1.179.38447;000;000
398;375;03/07/2002;51;09;42;05;58;01;000;0;;;000;33;14.35909;2359;20011;SIM;1.748.00450;000;000
399;376;06/07/2002;25;13;10;43;35;48;000;0;;;000;110;7.25700;6956;11433;SIM;2.705.92872;000;000
400;377;10/07/2002;46;19;03;45;12;27;000;0;;;000;87;6.63902;5468;10523;SIM;3.399.04230;000;000
401;378;13/07/2002;55;45;48;41;05;38;000;0;;;000;36;25.45060;3115;29302;SIM;4.498.50808;000;000
402;379;17/07/2002;41;55;24;59;33;40;000;0;;;000;32;23.40793;2830;26368;SIM;11.243.78566;000;000
403;380;20/07/2002;47;22;13;30;31;57;000;0;;;000;206;6.62867;7186;18931;SIM;12.882.39295;000;000
404;381;24/07/2002;09;56;46;28;10;55;000;0;;;000;85;14.18119;7295;16462;SIM;14.328.87376;000;000
405;382;27/07/2002;54;38;53;31;37;34;000;0;;;000;68;23.75627;6291;25582;SIM;16.267.38496;000;000
406;383;31/07/2002;48;22;53;56;50;14;000;0;;;000;73;23.75343;6573;26281;SIM;18.348.18545;000;000
407;384;03/08/2002;28;50;47;24;40;52;000;0;;;000;151;18.35199;10644;25937;SIM;21.673.56565;000;000
408;385;07/08/2002;22;12;24;18;05;16;000;2;;DF;12.952.19289;759;4.64517;37449;9380;NÃO;000;000;000
409;;MG;;;;;;;;;;;;;;;;;;;
410;386;10/08/2002;39;54;43;36;17;35;000;0;;;000;70;11.57198;5236;15412;SIM;972.04586;000;000
411;387;14/08/2002;29;28;48;47;43;22;000;0;;;000;40;14.93765;2998;19855;SIM;1.689.05337;000;000
412;388;17/08/2002;52;48;53;58;23;36;000;0;;;000;46;18.82646;4293;20097;SIM;2.728.27375;000;000
413;389;21/08/2002;46;14;54;18;43;05;000;0;;;000;63;11.30519;4169;17020;SIM;15.745.31046;000;000
414;390;24/08/2002;07;22;34;12;38;53;000;1;;SC;17.611.42997;171;9.09415;10722;14449;NÃO;000;000;000
415;391;28/08/2002;07;15;35;16;40;04;000;0;;;000;44;10.17035;2740;16270;SIM;536.99430;000;000
416;392;31/08/2002;49;47;39;31;15;23;000;1;;SP;1.410.91729;68;10.70984;3591;20203;NÃO;000;000;000
417;393;04/09/2002;12;50;36;06;35;40;000;0;;;000;31;13.71651;1949;21735;SIM;510.25422;000;000
418;394;07/09/2002;15;49;42;05;45;35;000;0;;;000;47;11.81780;4815;11493;SIM;1.176.77831;000;000
419;395;11/09/2002;11;58;31;14;10;20;000;1;;DF;1.843.70996;27;20.58431;2328;23784;NÃO;000;000;000
420;396;14/09/2002;47;18;06;45;34;42;000;0;;;000;63;10.14872;4201;15163;SIM;767.24359;000;000
421;397;18/09/2002;32;24;02;05;01;46;000;0;;;000;61;7.99242;4026;12064;SIM;1.352.28849;000;000
422;398;21/09/2002;28;07;16;37;36;22;000;1;;CE;2.221.28977;63;11.49473;5106;14129;NÃO;000;000;000
423;399;25/09/2002;59;55;16;27;47;11;000;0;;;000;20;19.53700;1730;22501;SIM;5.676.17141;000;000
424;400;28/09/2002;29;59;13;10;54;28;000;0;;;000;75;13.25418;4875;20314;SIM;6.869.04791;000;000
425;401;02/10/2002;50;18;44;53;11;43;000;0;;;000;33;25.00864;2853;28818;SIM;7.859.38989;000;000
426;402;05/10/2002;27;43;58;05;16;56;000;0;;;000;146;7.92799;7787;14808;SIM;9.248.37354;000;000
427;403;09/10/2002;46;31;07;16;60;27;000;0;;;000;48;19.97295;4099;23301;SIM;10.398.81528;000;000
428;404;12/10/2002;24;38;58;01;40;28;000;0;;;000;66;16.58007;4364;24980;SIM;11.711.95693;000;000
429;405;16/10/2002;57;60;34;24;29;47;000;0;;;000;67;16.98817;4579;24763;SIM;13.077.80576;000;000
430;406;19/10/2002;47;32;48;12;38;02;000;0;;;000;78;19.46348;6557;23066;SIM;14.899.58792;000;000
431;407;23/10/2002;49;02;18;51;22;57;000;0;;;000;90;16.31538;6383;22918;SIM;16.661.64927;000;000
432;408;26/10/2002;49;44;33;28;56;14;000;1;;RJ;18.948.82767;269;7.08543;13970;13592;NÃO;000;000;000
433;409;30/10/2002;26;49;25;18;31;34;000;0;;;000;23;18.74196;1958;21932;SIM;9.710.56761;000;000
434;410;02/11/2002;31;55;36;24;08;38;000;0;;;000;101;10.25712;5799;17797;SIM;10.953.73037;000;000
435;411;06/11/2002;10;56;12;31;45;38;000;0;;;000;91;11.81439;5115;20940;SIM;12.243.86106;000;000
436;412;09/11/2002;45;05;14;21;59;12;000;0;;;000;89;16.61672;8542;17249;SIM;14.018.52728;000;000
437;413;13/11/2002;35;53;29;33;02;04;000;0;;;000;102;13.37653;7746;17549;SIM;15.655.81453;000;000
438;414;16/11/2002;35;26;58;52;45;16;000;1;;MS;17.428.45298;51;28.96468;5527;26626;NÃO;000;000;000
439;415;20/11/2002;38;44;04;01;27;42;000;0;;;000;40;11.02747;2415;18196;SIM;529.31835;000;000
440;416;23/11/2002;13;01;23;56;54;33;000;0;;;000;44;16.54776;4032;17990;SIM;1.403.03991;000;000
441;417;27/11/2002;25;07;12;21;42;34;000;0;;;000;78;7.43578;5218;11073;SIM;2.099.02866;000;000
442;418;30/11/2002;45;08;32;49;15;52;000;2;;ES;1.558.71224;82;10.34955;5133;16472;NÃO;000;000;000
443;;MG;;;;;;;;;;;;;;;;;;;
444;419;04/12/2002;41;42;52;53;16;09;000;0;;;000;30;14.86022;1594;27862;SIM;8.115.15305;000;000
445;420;07/12/2002;43;12;59;30;57;29;000;0;;;000;83;13.94986;5614;20547;SIM;9.504.55906;000;000
446;421;11/12/2002;38;45;35;37;05;51;000;0;;;000;47;21.30717;4716;21155;SIM;10.706.28347;000;000
447;422;14/12/2002;60;12;56;37;55;43;000;0;;;000;80;16.82365;6516;20577;SIM;12.321.35411;000;000
448;423;18/12/2002;08;22;33;40;32;53;000;0;;;000;66;17.92527;4178;28210;SIM;13.741.03548;000;000
449;424;21/12/2002;29;36;27;18;59;46;000;0;;;000;91;17.35678;7389;21295;SIM;15.636.39541;000;000
450;425;28/12/2002;06;16;10;34;47;42;000;1;;DF;18.979.59919;279;9.98567;17411;15942;NÃO;000;000;000
451;426;04/01/2003;07;32;54;50;30;37;000;0;;;000;58;13.24194;3139;24376;SIM;921.63877;000;000
452;427;08/01/2003;51;13;43;24;03;14;000;0;;;000;48;11.64210;3563;15625;SIM;1.592.22384;000;000
453;428;11/01/2003;60;08;32;28;46;30;000;0;;;000;48;16.91900;3734;21667;SIM;2.566.75837;000;000
454;429;15/01/2003;55;32;17;36;26;43;000;0;;;000;44;14.97872;3300;19896;SIM;12.839.02193;000;000
455;430;18/01/2003;50;21;10;25;38;08;000;1;;PR;14.410.70881;85;15.40870;6944;18790;NÃO;000;000;000
456;431;22/01/2003;58;26;40;37;47;52;000;0;;;000;20;21.06989;1184;35456;SIM;505.67741;000;000
457;432;25/01/2003;50;17;13;27;04;39;000;0;;;000;54;12.18597;4278;15324;SIM;1.295.32795;000;000
458;433;29/01/2003;36;17;28;16;54;30;000;0;;;000;31;16.58020;2332;21958;SIM;1.912.11154;000;000
459;434;01/02/2003;24;17;04;54;30;10;000;0;;;000;84;9.17328;4870;15763;SIM;2.836.77800;000;000
460;435;05/02/2003;37;11;17;31;43;10;000;0;;;000;55;11.05932;3243;18685;SIM;3.566.69313;000;000
461;436;08/02/2003;01;06;57;29;48;07;000;0;;;000;47;19.53131;4696;19474;SIM;4.668.25869;000;000
462;437;12/02/2003;54;10;59;44;30;07;000;0;;;000;33;22.27390;2829;25884;SIM;5.550.30504;000;000
463;438;15/02/2003;38;48;14;03;11;05;000;0;;;000;65;16.28173;6276;16799;SIM;6.820.28027;000;000
